Band	HGNC symbol	Gene Start (bp)	Gene End (bp)	Chromosome Name
p32.3	DMRTA2	50417550	50423500	1
p32.3	FAF1	50437028	50960263	1
p32.3	CDKN2C	50960745	50974633	1
p32.3	C1orf185	51102234	51148086	1
p32.3	RNF11	51236271	51273455	1
p32.3	TTC39A	51287258	51345116	1
p32.3	EPS15	51354263	51519328	1
p32.3	OSBPL9	51577179	51798427	1
p32.3	RAB3B	51907956	51990764	1
p32.3	TXNDC12	52020131	52056171	1
p32.3	KTI12	52032103	52033816	1
p32.3	BTF3L4	52056125	52090716	1
p32.3	ZFYVE9	52142094	52346686	1
p32.3	CC2D1B	52345723	52366193	1
p32.3	ORC1	52372829	52404459	1
p32.3	PRPF38A	52404564	52420839	1
p32.3	ZCCHC11	52408282	52553487	1
p32.3	GPX7	52602372	52609051	1
p32.3	FAM159A	52633344	52669683	1
p32.3	ZYG11B	52726467	52827342	1
p32.3	ZYG11A	52842511	52894998	1
p32.3	ECHDC2	52895910	52927212	1
p32.3	SCP2	52927229	53051703	1
p32.3	MIR5095	52934930	52935017	1
p32.3	PODN	53062052	53085502	1
p32.3	SLC1A7	53087179	53142632	1
p32.3	CPT2	53196429	53214197	1
p32.3	C1orf123	53214099	53220617	1
p32.3	MAGOH	53226892	53238610	1
p32.3	LRP8	53242364	53328070	1
p32.3	DMRTB1	53459399	53467488	1
p32.3	GLIS1	53506237	53738106	1
p32.3	YIPF1	53851719	53889834	1
p32.3	DIO1	53891239	53911086	1
p32.3	HSPB11	53916574	53945929	1
p32.3	LRRC42	53946077	53968168	1
p32.3	LDLRAD1	54007299	54018186	1
p32.3	TMEM59	54026681	54053504	1
p32.3	TCEANC2	54053587	54112519	1
p32.3	CDCP2	54132968	54153770	1
p32.3	CYB5RL	54169651	54200036	1
p32.3	MRPL37	54184041	54225464	1
p32.3	SSBP3	54225432	54413479	1
p32.3	ACOT11	54542257	54639192	1
p32.3	FAM151A	54609182	54623556	1
p32.3	TTC4	54715822	54742657	1
p32.3	PARS2	54756898	54764514	1
p32.3	TTC22	54779712	54801267	1
p32.3	DHCR24	54849633	54887218	1
p32.3	TMEM61	54980792	54992293	1
p32.3	BSND	54998933	55010883	1
p32.3	PCSK9	55039548	55064852	1
p32.3	USP24	55066359	55215113	1
p32.3	MIR4422	55225641	55225723	1
p32.2	PRKAA2	56645322	56715335	1
p32.2	C1orf168	56718804	56819696	1
p32.2	C8A	56854806	56918221	1
p32.2	C8B	56929210	56966140	1
p32.1	DAB1	56994778	58546734	1
p32.1	OMA1	58415384	58546802	1
p32.1	TACSTD2	58575423	58577773	1
p32.1	MYSM1	58654739	58700092	1
p32.1	JUN	58780788	58784327	1
p32.1	FGGY	59296638	59810647	1
p32.1	MIR4711	59733227	59733296	1
p32.1	HOOK1	59814786	59876378	1
p32.1	CYP2J2	59893308	59926790	1
p32.1	C1orf87	59987269	60073770	1
p31.3	NFIA	60865259	61462793	1
p31.3	TM2D1	61681046	61725423	1
p31.3	L1TD1	62194831	62212328	1
p31.3	KANK4	62236979	62319414	1
p31.3	USP1	62436297	62451804	1
p31.3	DOCK7	62454298	62688368	1
p31.3	ANGPTL3	62597487	62606159	1
p31.3	ATG4C	62784135	62865513	1
p31.3	LINC00466	63159087	63317274	1
p31.3	FOXD3	63323041	63325126	1
p31.3	ALG6	63367590	63438562	1
p31.3	ITGB3BP	63440770	63593721	1
p31.3	EFCAB7	63523372	63572693	1
p31.3	DLEU2L	63547082	63550636	1
p31.3	PGM1	63593276	63660245	1
p31.3	ROR1	63774022	64181498	1
p31.3	UBE2U	64203627	64267368	1
p31.3	CACHD1	64470792	64693058	1
p31.3	MIR4794	64579847	64579923	1
p31.3	RAVER2	64745095	64833232	1
p31.3	JAK1	64833229	64966504	1
p31.3	MIR3671	65057755	65057842	1
p31.3	MIR101-1	65058434	65058508	1
p31.3	AK4	65147549	65232145	1
p31.3	DNAJC6	65248219	65415869	1
p31.3	LEPROT	65420587	65436007	1
p31.3	LEPR	65420652	65641559	1
p31.3	PDE4B	65792514	66374579	1
p31.3	SGIP1	66533383	66748299	1
p31.3	MIR3117	66628440	66628517	1
p31.3	TCTEX1D1	66752459	66778787	1
p31.3	INSL5	66797741	66801256	1
p31.3	WDR78	66812885	66924887	1
p31.3	MIER1	66924895	66988619	1
p31.3	SLC35D1	66999332	67054099	1
p31.3	C1orf141	67092165	67231853	1
p31.3	IL23R	67138907	67259979	1
p31.3	IL12RB2	67307364	67396900	1
p31.3	SERBP1	67407810	67430415	1
p31.3	GADD45A	67685061	67688338	1
p31.3	GNG12	67701466	67833467	1
p31.3	DIRAS3	68045962	68051631	1
p31.3	WLS	68098473	68233120	1
p31.3	MIR1262	68183518	68183610	1
p31.3	RPE65	68428822	68449959	1
p31.3	DEPDC1	68474152	68497221	1
p31.1	LRRC7	69568398	70151945	1
p31.1	PIN1P1	69919322	69920317	1
p31.1	LRRC40	70144805	70205620	1
p31.1	SRSF11	70205682	70253052	1
p31.1	ANKRD13C	70260588	70354734	1
p31.1	HHLA3	70354805	70385339	1
p31.1	CTH	70411218	70439851	1
p31.1	PTGER3	70852353	71047808	1
p31.1	ZRANB2-AS1	71048855	71067184	1
p31.1	ZRANB2	71063291	71081297	1
p31.1	MIR186	71067631	71067716	1
p31.1	ZRANB2-AS2	71081324	71489976	1
p31.1	NEGR1	71395940	72282734	1
p31.1	NEGR1-IT1	71794232	71837012	1
p31.1	LRRIQ3	74026015	74198187	1
p31.1	FPGT	74198212	74234086	1
p31.1	FPGT-TNNI3K	74198235	74543982	1
p31.1	TNNI3K	74235401	74544428	1
p31.1	CRYZ	74705482	74733408	1
p31.1	TYW3	74733152	74766678	1
p31.1	LHX8	75128434	75161533	1
p31.1	SLC44A5	75202131	75611116	1
p31.1	ACADM	75724347	75787575	1
p31.1	RABGGTB	75786197	75795079	1
p31.1	SNORD45C	75787072	75787150	1
p31.1	SNORD45A	75787889	75787972	1
p31.1	SNORD45B	75789477	75789548	1
p31.1	MSH4	75796882	75913238	1
p31.1	ASB17	75918873	75932431	1
p31.1	ST6GALNAC3	76074719	76634601	1
p31.1	ST6GALNAC5	76867441	77065711	1
p31.1	PIGK	77088990	77219430	1
p31.1	AK5	77282051	77559969	1
p31.1	ZZZ3	77562416	77683419	1
p31.1	USP33	77695987	77759852	1
p31.1	FAM73A	77779624	77879539	1
p31.1	NEXN	77888513	77943895	1
p31.1	FUBP1	77944055	77979110	1
p31.1	DNAJB4	77979175	78017964	1
p31.1	GIPC2	77979542	78138449	1
p31.1	PTGFR	78303884	78539749	1
p31.1	IFI44L	78619922	78646145	1
p31.1	IFI44	78649796	78664078	1
p31.1	TTLL7	83865028	83999150	1
p31.1	PRKACB	84078062	84238498	1
p31.1	SAMD13	84298366	84389957	1
p31.1	UOX	84365428	84397831	1
p31.1	DNASE2B	84398532	84415018	1
p22.3	RPF1	84479259	84497790	1
p22.3	GNG5	84498325	84506565	1
p22.3	CTBS	84549606	84574480	1
p22.3	SSX2IP	84643707	84690803	1
p22.3	LPAR3	84811602	84893213	1
p22.3	MCOLN2	84925583	84997113	1
p22.3	WDR63	84999147	85133138	1
p22.3	MCOLN3	85018082	85048499	1
p22.3	MIR4423	85133794	85133873	1
p22.3	SYDE2	85156873	85201046	1
p22.3	C1orf52	85249953	85259672	1
p22.3	BCL10	85266248	85277090	1
p22.3	DDAH1	85318481	85578363	1
p22.3	CYR61	85580761	85583962	1
p22.3	ZNHIT6	85649423	85708433	1
p22.3	COL24A1	85729233	86156943	1
p22.3	ODF2L	86346824	86396342	1
p22.3	CLCA2	86424086	86456558	1
p22.3	CLCA1	86468368	86500289	1
p22.3	CLCA4	86547078	86580754	1
p22.3	CLCA3P	86634273	86655376	1
p22.3	SH3GLB1	86704570	86748184	1
p22.3	HS2ST1	86914648	87109998	1
p22.3	LMO4	87328468	87348923	1
p22.2	PKN2	88684222	88836255	1
p22.2	GTF2B	88852932	88891944	1
p22.2	RBMXL1	88979456	88992960	1
p22.2	GBP3	89006666	89022894	1
p22.2	GBP1	89052319	89065360	1
p22.2	GBP2	89106132	89150456	1
p22.2	GBP7	89131751	89176040	1
p22.2	GBP4	89181148	89198932	1
p22.2	GBP5	89258950	89272804	1
p22.2	GBP6	89364058	89386461	1
p22.2	GBP1P1	89407679	89426243	1
p22.2	LRRC8B	89524836	89597864	1
p22.2	LRRC8C	89633072	89769903	1
p22.2	LRRC8D	89821014	89936611	1
p22.2	GEMIN8P4	89993593	89994321	1
p22.2	ZNF326	89995112	90035531	1
p22.2	BARHL2	90711539	90717237	1
p22.2	ZNF644	90915298	91022272	1
p22.2	HFM1	91260766	91404869	1
p22.1	CDC7	91500893	91525764	1
p22.1	HSP90B3P	91642516	91644082	1
p22.1	TGFBR3	91680343	91906335	1
p22.1	BRDT	91949371	92014426	1
p22.1	EPHX4	92029982	92063536	1
p22.1	BTBD8	92080305	92184725	1
p22.1	KIAA1107	92167857	92184330	1
p22.1	C1orf146	92217940	92245813	1
p22.1	GLMN	92246402	92298987	1
p22.1	RPAP2	92298965	92402056	1
p22.1	GFI1	92474762	92486876	1
p22.1	EVI5	92508696	92792404	1
p22.1	RPL5	92832025	92841924	1
p22.1	FAM69A	92832737	92961522	1
p22.1	SNORD21	92837289	92837383	1
p22.1	SNORA66	92840719	92840851	1
p22.1	MTF2	93079235	93139081	1
p22.1	TMED5	93149742	93180728	1
p22.1	CCDC18	93179919	93278730	1
p22.1	DR1	93345888	93369498	1
p22.1	FNBP1L	93448131	93554661	1
p22.1	BCAR3	93561786	93847150	1
p22.1	MIR760	93846832	93846911	1
p22.1	DNTTIP2	93866283	93879918	1
p22.1	GCLM	93885205	93909456	1
p22.1	ABCA4	93992835	94121132	1
p22.1	ARHGAP29	94148988	94275068	1
p21.3	ABCD3	94418455	94518666	1
p21.3	F3	94529225	94541800	1
p21.3	SLC44A3	94820342	94895246	1
p21.3	CNN3	94896949	94927278	1
p21.3	ALG14	94974407	95072945	1
p21.3	TMEM56	95117338	95197607	1
p21.3	TMEM56-RWDD3	95117923	95247225	1
p21.3	RWDD3	95234155	95247225	1
p21.3	PTBP2	96721665	96823738	1
p21.3	DPYD	97077743	97921049	1
p21.3	MIR137HG	97986740	98049863	1
p21.3	SNX7	98661701	98760500	1
p21.2	PALMD	99645943	99694541	1
p21.2	FRRS1	99708703	99766631	1
p21.2	AGL	99850084	99924023	1
p21.2	SLC35A3	99969789	100035637	1
p21.2	SASS6	100083563	100132955	1
p21.2	LRRC39	100148449	100178273	1
p21.2	DBT	100186919	100249834	1
p21.2	MIR553	100281241	100281308	1
p21.2	CDC14A	100345025	100520277	1
p21.2	GPR88	100538137	100542018	1
p21.2	VCAM1	100719742	100739045	1
p21.2	EXTL2	100872372	100895998	1
p21.2	SLC30A7	100896076	100981753	1
p21.2	DPH5	100989623	101026088	1
p21.2	S1PR1	101236888	101241518	1
p21.1	OLFM3	101802574	101997030	1
p21.1	DNAJA1P5	101893105	101894047	1
p21.1	COL11A1	102876467	103108496	1
p21.1	RNPC3	103525691	103555239	1
p21.1	AMY2B	103553815	103579534	1
p21.1	AMY2A	103616811	103625780	1
p21.1	AMY1A	103655290	103664554	1
p21.1	AMY1B	103687415	103696680	1
p21.1	AMY1C	103750406	103758690	1
p13.3	PRMT6	107056679	107059294	1
p13.3	NTNG1	107140007	107483458	1
p13.3	VAV3	107571160	107965144	1
p13.3	SLC25A24	108134036	108200849	1
p13.3	NBPF4	108223341	108244081	1
p13.3	NBPF6	108376119	108471002	1
p13.3	FAM102B	108560089	108644900	1
p13.3	HENMT1	108648290	108661526	1
p13.3	PRPF38B	108692323	108701803	1
p13.3	FNDC7	108712657	108742740	1
p13.3	STXBP3	108746674	108809526	1
p13.3	AKNAD1	108815898	108858228	1
p13.3	GPSM2	108875350	108934545	1
p13.3	CLCC1	108929508	108963457	1
p13.3	WDR47	108970214	109042113	1
p13.3	TAF13	109062486	109076002	1
p13.3	TMEM167B	109089803	109096934	1
p13.3	SCARNA2	109100193	109100612	1
p13.3	C1orf194	109105951	109113857	1
p13.3	KIAA1324	109113679	109206781	1
p13.3	SARS	109213918	109238169	1
p13.3	CELSR2	109250019	109275750	1
p13.3	PSRC1	109279556	109283186	1
p13.3	MYBPHL	109292365	109307041	1
p13.3	SORT1	109309568	109397951	1
p13.3	PSMA5	109399031	109426427	1
p13.3	SYPL2	109466628	109482137	1
p13.3	ATXN7L2	109483479	109492804	1
p13.3	CYB561D1	109494052	109502932	1
p13.3	AMIGO1	109504175	109509738	1
p13.3	GPR61	109539872	109548406	1
p13.3	GNAI3	109548611	109618321	1
p13.3	GNAT2	109603267	109619929	1
p13.3	AMPD2	109616104	109632051	1
p13.3	GSTM4	109656081	109674836	1
p13.3	GSTM2	109668022	109709551	1
p13.3	GSTM1	109687814	109709039	1
p13.3	GSTM5	109712255	109775428	1
p13.3	GSTM3	109733932	109741038	1
p13.3	EPS8L3	109750080	109764027	1
p13.3	CSF1	109910242	109930992	1
p13.3	AHCYL1	109984686	110023741	1
p13.3	ALX3	110059994	110070700	1
p13.3	UBL4B	110112468	110113945	1
p13.3	SLC6A17	110150486	110202202	1
p13.3	KCNC4	110211343	110283100	1
p13.3	RBM15	110338506	110346681	1
p13.3	SLC16A4	110362848	110391082	1
p13.3	PROK1	110451200	110457354	1
p13.3	CYMP	110480752	110491277	1
p13.3	KCNA10	110517217	110519175	1
p13.3	KCNA2	110593580	110631474	1
p13.3	KCNA3	110672465	110675033	1
p13.3	CD53	110873154	110899928	1
p13.3	LRIF1	110947185	110964079	1
p13.3	DRAM2	111117333	111140216	1
p13.3	CEPT1	111139627	111185102	1
p13.2	DENND2D	111187174	111204535	1
p13.2	CHI3L2	111200771	111243440	1
p13.2	CHIA	111290862	111320566	1
p13.2	PGCP1	111382860	111391819	1
p13.2	OVGP1	111414314	111427777	1
p13.2	WDR77	111439890	111449376	1
p13.2	ATP5F1	111448864	111462773	1
p13.2	C1orf162	111473792	111478512	1
p13.2	ADORA3	111499429	111503760	1
p13.2	RAP1A	111542218	111716691	1
p13.2	FAM212B	111680630	111755824	1
p13.2	DDX20	111755245	111768016	1
p13.2	KCND3	111770662	111989155	1
p13.2	CTTNBP2NL	112396181	112463456	1
p13.2	MIR4256	112461770	112461833	1
p13.2	WNT2B	112466541	112530165	1
p13.2	ST7L	112523518	112620825	1
p13.2	CAPZA1	112619173	112671619	1
p13.2	MOV10	112673141	112700746	1
p13.2	RHOC	112701106	112707434	1
p13.2	PPM1J	112709994	112715477	1
p13.2	FAM19A3	112720419	112727235	1
p13.2	SLC16A1	112911847	112957013	1
p13.2	AKR7A2P1	112923423	112924337	1
p13.2	LRIG2	113073209	113132260	1
p13.2	MAGI3	113390749	113685923	1
p13.2	PHTF1	113696831	113759489	1
p13.2	RSBN1	113761832	113812476	1
p13.2	PTPN22	113813811	113871759	1
p13.2	BCL2L15	113878168	113887547	1
p13.2	AP4B1	113894748	113905201	1
p13.2	DCLRE1B	113905141	113914086	1
p13.2	HIPK1	113929192	113977869	1
p13.2	OLFML3	113979391	114035572	1
p13.2	SYT6	114089291	114153919	1
p13.2	TRIM33	114392777	114511160	1
p13.2	BCAS2	114567557	114581639	1
p13.2	DENND2C	114582848	114670422	1
p13.2	AMPD1	114673090	114695618	1
p13.2	NRAS	114704469	114716894	1
p13.2	CSDE1	114716913	114758676	1
p13.2	SIKE1	114769479	114780685	1
p13.2	SYCP1	114854803	114995370	1
p13.2	TSHB	115029824	115034309	1
p13.2	TSPAN2	115048011	115089500	1
p13.2	NGF	115285918	115338236	1
p13.1	VANGL1	115641953	115698224	1
p13.1	CASQ2	115700007	115768781	1
p13.1	NHLH2	115836377	115843917	1
p13.1	SLC22A15	115976498	116070054	1
p13.1	MAB21L3	116111755	116135240	1
p13.1	ATP1A1	116372668	116410261	1
p13.1	CD58	116514535	116571039	1
p13.1	MIR548AC	116560024	116560111	1
p13.1	IGSF3	116574399	116667755	1
p13.1	MIR320B1	116671749	116671827	1
p13.1	CD2	116754385	116769228	1
p13.1	PTGFRN	116910057	116990358	1
p13.1	CD101	117001750	117036476	1
p13.1	TTF2	117060303	117107453	1
p13.1	MIR942	117094643	117094728	1
p13.1	TRIM45	117111060	117122587	1
p12	VTCN1	117143587	117210960	1
p12	MAN1A2	117367449	117528872	1
p12	FAM46C	117605934	117628372	1
p12	GDAP2	117863485	117929630	1
p12	WDR3	117929720	117966542	1
p12	SPAG17	117953861	118185223	1
p12	TBX15	118883046	118989556	1
p12	WARS2	119031216	119140671	1
p12	HAO2	119368779	119394130	1
p12	HSD3B2	119414931	119423035	1
p12	HSD3B1	119507198	119515054	1
p12	HSD3BP4	119564066	119572067	1
p12	ZNF697	119619422	119647773	1
p12	PHGDH	119659798	119744215	1
p12	HMGCS2	119747996	119768905	1
p12	REG4	119794018	119811660	1
p12	NBPF7	119834870	119844514	1
p12	ADAM30	119893533	119896495	1
p12	NOTCH2	119911553	120069626	1
p12	SEC22B	120150898	120176515	1
p11.2	PFN1P2	120432204	120434052	1
p11.2	PPIAL4A	120889746	120890405	1
p11.2	FCGR1B	121087345	121096310	1
p11.2	HIST2H2BA	121108210	121117257	1
p11.2	FAM72B	121167646	121185539	1
p11.2	EMBP1	121519112	121571892	1
q21.1	PPIAL4E	144372875	144373659	1
q21.1	NBPF15	144421386	144461674	1
q21.1	PPIAL4F	144592868	144593527	1
q21.1	FAM72D	145096000	145112696	1
q21.1	PPIAL4D	145241630	145242124	1
q21.1	GPR89A	145607990	145670648	1
q21.1	PDZK1	145670852	145708148	1
q21.1	CD160	145719471	145739288	1
q21.1	RNF115	145738868	145824077	1
q21.1	POLR3C	145824088	145842505	1
q21.1	NUDT17	145845629	145848953	1
q21.1	PIAS3	145848522	145859836	1
q21.1	ANKRD35	145866560	145885866	1
q21.1	ITGA10	145891208	145910189	1
q21.1	PEX11B	145911350	145918837	1
q21.1	RBM8A	145917714	145927678	1
q21.1	GNRHR2	145919013	145925341	1
q21.1	LIX1L	145933423	145958001	1
q21.1	ANKRD34A	145959442	145964582	1
q21.1	POLR3GL	145964702	145978848	1
q21.1	TXNIP	145992435	145996600	1
q21.1	HFE2	146017468	146036746	1
q21.1	NBPF10	146064699	146144942	1
q21.1	NOTCH2NL	146146203	146229026	1
q21.1	PRKAB2	147155106	147172550	1
q21.1	FMO5	147175351	147243050	1
q21.1	CHD1L	147242641	147295766	1
q21.2	BCL9	147541412	147626216	1
q21.2	ACP6	147629652	147670496	1
q21.2	GJA5	147756199	147773362	1
q21.2	GJA8	147907956	147909257	1
q21.2	GPR89B	147928393	147993521	1
q21.2	PDZK1P1	147994301	148009592	1
q21.2	NBPF11	148102046	148152322	1
q21.2	PPIAL4G	148479824	148483679	1
q21.2	NBPF14	148531385	148679751	1
q21.2	NUDT4P1	148748953	148749498	1
q21.2	PDE4DIP	148808181	149048286	1
q21.2	NBPF9	149054027	149103561	1
q21.2	PPIAL4C	149583865	149584464	1
q21.2	FCGR1A	149782671	149792518	1
q21.2	HIST2H2BF	149782689	149812373	1
q21.2	HIST2H3D	149813271	149813681	1
q21.2	HIST2H4A	149832659	149839767	1
q21.2	HIST2H3C	149839538	149841193	1
q21.2	HIST2H2AA3	149842188	149842736	1
q21.2	HIST2H2BC	149850193	149850772	1
q21.2	HIST2H2AA4	149851061	149851624	1
q21.2	HIST2H3A	149852619	149854274	1
q21.2	HIST2H4B	149854045	149861210	1
q21.2	HIST2H2BE	149884459	149886652	1
q21.2	HIST2H2AC	149886975	149887364	1
q21.2	HIST2H2AB	149887524	149887916	1
q21.2	BOLA1	149887890	149900798	1
q21.2	SV2A	149903318	149917882	1
q21.2	SF3B4	149923317	149928344	1
q21.2	MTMR11	149928651	149936898	1
q21.2	OTUD7B	149937812	150010676	1
q21.2	VPS45	150067293	150145327	1
q21.2	PLEKHO1	150149183	150164720	1
q21.2	ANP32E	150218417	150236156	1
q21.2	CA14	150257159	150265078	1
q21.2	APH1A	150265399	150269580	1
q21.2	C1orf54	150268200	150280916	1
q21.2	MRPS21	150293720	150308979	1
q21.2	PRPF3	150321476	150353195	1
q21.2	RPRD2	150363091	150476566	1
q21.2	TARS2	150487364	150507609	1
q21.2	ECM1	150508062	150513789	1
q21.2	ADAMTSL4	150549369	150560937	1
q21.2	MIR4257	150551929	150552014	1
q21.2	MCL1	150574551	150579738	1
q21.3	ENSA	150600851	150629612	1
q21.3	GOLPH3L	150646225	150697144	1
q21.3	HORMAD1	150698060	150720888	1
q21.3	CTSS	150730196	150765957	1
q21.3	CTSK	150796208	150808323	1
q21.3	ARNT	150809705	150876768	1
q21.3	SETDB1	150926263	150964744	1
q21.3	CERS2	150960583	150975004	1
q21.3	ANXA9	150982017	150995634	1
q21.3	FAM63A	150996086	151008375	1
q21.3	BNIPL	151036570	151047600	1
q21.3	C1orf56	151047740	151051986	1
q21.3	CDC42SE1	151050971	151070325	1
q21.3	MLLT11	151057758	151068497	1
q21.3	GABPB2	151070578	151125542	1
q21.3	SEMA6C	151131685	151146664	1
q21.3	TNFAIP8L2	151156629	151159749	1
q21.3	SCNM1	151156664	151170297	1
q21.3	LYSMD1	151159748	151165948	1
q21.3	TMOD4	151169986	151176284	1
q21.3	VPS72	151169987	151195321	1
q21.3	PIP5K1A	151197949	151249536	1
q21.3	PSMD4	151254703	151267479	1
q21.3	ZNF687	151281618	151292180	1
q21.3	PI4KB	151291797	151327715	1
q21.3	RFX5	151340640	151347357	1
q21.3	SELENBP1	151364302	151372733	1
q21.3	PSMB4	151399534	151401944	1
q21.3	POGZ	151402724	151459465	1
q21.3	CGN	151510510	151538692	1
q21.3	TUFT1	151540305	151583583	1
q21.3	MIR554	151545796	151545891	1
q21.3	SNX27	151612065	151699091	1
q21.3	CELF3	151702404	151716814	1
q21.3	RIIAD1	151710433	151729805	1
q21.3	MRPL9	151759643	151763564	1
q21.3	OAZ3	151762899	151771334	1
q21.3	TDRKH	151770107	151791416	1
q21.3	LINGO4	151800264	151806154	1
q21.3	RORC	151806071	151831872	1
q21.3	C2CD4D	151837819	151840557	1
q21.3	THEM5	151847263	151853697	1
q21.3	THEM4	151873584	151909808	1
q21.3	S100A10	151982915	151994390	1
q21.3	S100A11	152032506	152047907	1
q21.3	TCHHL1	152084144	152089064	1
q21.3	TCHH	152106317	152115454	1
q21.3	RPTN	152153595	152159228	1
q21.3	HRNR	152212082	152224193	1
q21.3	FLG	152302175	152325203	1
q21.3	FLG2	152348735	152360006	1
q21.3	CRNN	152409243	152414263	1
q21.3	LCE5A	152510844	152512177	1
q21.3	CRCT1	152514502	152516010	1
q21.3	LCE3E	152565654	152566772	1
q21.3	LCE3D	152579381	152580504	1
q21.3	LCE3C	152600662	152601086	1
q21.3	LCE3B	152613811	152614098	1
q21.3	LCE3A	152622834	152623103	1
q21.3	LCE2D	152663396	152664659	1
q21.3	LCE2C	152675295	152676574	1
q21.3	LCE2B	152686123	152687401	1
q21.3	LCE2A	152698364	152699442	1
q21.3	LCE4A	152708160	152709491	1
q21.3	C1orf68	152719522	152720470	1
q21.3	KPRP	152759561	152762052	1
q21.3	LCE1F	152776372	152776728	1
q21.3	LCE1E	152786214	152788426	1
q21.3	LCE1D	152796751	152798181	1
q21.3	LCE1C	152804835	152806628	1
q21.3	LCE1B	152811971	152813109	1
q21.3	LCE1A	152827473	152827894	1
q21.3	LCE6A	152842868	152843983	1
q21.3	SMCP	152878317	152885047	1
q21.3	IVL	152908545	152911886	1
q21.3	SPRR4	152970666	152972574	1
q21.3	SPRR1A	152985231	152985500	1
q21.3	SPRR3	153001747	153003856	1
q21.3	SPRR1B	153031202	153032900	1
q21.3	SPRR2D	153039725	153041931	1
q21.3	SPRR2A	153056113	153057537	1
q21.3	SPRR2B	153070224	153070840	1
q21.3	SPRR2E	153093135	153106184	1
q21.3	SPRR2F	153112114	153113515	1
q21.3	SPRR2C	153140491	153140709	1
q21.3	SPRR2G	153149582	153150869	1
q21.3	LELP1	153203443	153205120	1
q21.3	PRR9	153217584	153219317	1
q21.3	LOR	153259700	153262122	1
q21.3	PGLYRP3	153297862	153310718	1
q21.3	PGLYRP4	153330120	153348840	1
q21.3	S100A9	153357854	153361027	1
q21.3	S100A12	153373706	153375649	1
q21.3	S100A8	153390032	153391188	1
q21.3	S100A7A	153416524	153423225	1
q21.3	S100A7L2	153437058	153439949	1
q21.3	S100A7	153457744	153460701	1
q21.3	S100A6	153534599	153536244	1
q21.3	S100A5	153537147	153541765	1
q21.3	S100A4	153543613	153550136	1
q21.3	S100A3	153547329	153549372	1
q21.3	S100A2	153561108	153567890	1
q21.3	S100A16	153606886	153613145	1
q21.3	S100A14	153614255	153616986	1
q21.3	S100A13	153618787	153631360	1
q21.3	S100A1	153627926	153632039	1
q21.3	CHTOP	153633982	153646306	1
q21.3	SNAPIN	153658654	153661830	1
q21.3	ILF2	153661788	153671048	1
q21.3	NPR1	153678637	153693992	1
q21.3	INTS3	153728067	153774808	1
q21.3	SLC27A3	153774354	153780157	1
q21.3	GATAD2B	153789030	153923360	1
q21.3	DENND4B	153929501	153946696	1
q21.3	CRTC2	153947669	153958625	1
q21.3	SLC39A1	153959099	153968184	1
q21.3	CREB3L4	153967534	153974363	1
q21.3	JTB	153974269	153977688	1
q21.3	RAB13	153981617	153986358	1
q21.3	RPS27	153990759	153992150	1
q21.3	NUP210L	153992685	154155116	1
q21.3	TPM3	154155304	154194648	1
q21.3	MIR190B	154193665	154193743	1
q21.3	C1orf189	154199372	154206333	1
q21.3	C1orf43	154206706	154220628	1
q21.3	UBAP2L	154220179	154271510	1
q21.3	HAX1	154272511	154275875	1
q21.3	AQP10	154321090	154325325	1
q21.3	ATP8B2	154325553	154351307	1
q21.3	IL6R	154405193	154469450	1
q21.3	SHE	154469772	154502113	1
q21.3	TDRD10	154502219	154548147	1
q21.3	UBE2Q1	154548577	154559028	1
q21.3	CHRNB2	154567781	154580026	1
q21.3	ADAR	154582062	154627999	1
q21.3	KCNN3	154697455	154870280	1
q21.3	PMVK	154924734	154936991	1
q21.3	PBXIP1	154944076	154956123	1
q21.3	PYGO2	154957026	154963853	1
q21.3	SHC1	154962298	154974395	1
q21.3	CKS1B	154974653	154979249	1
q21.3	MIR4258	154975693	154975783	1
q21.3	FLAD1	154983338	154993111	1
q21.3	LENEP	154993586	154994315	1
q21.3	ZBTB7B	155002630	155018522	1
q21.3	DCST2	155018520	155033781	1
q21.3	DCST1	155033824	155050930	1
q21.3	ADAM15	155050566	155062775	1
q21.3	EFNA4	155063731	155069553	1
q21.3	EFNA3	155078872	155087538	1
q22	EFNA1	155127460	155134857	1
q22	SLC50A1	155135344	155138857	1
q22	DPM3	155139891	155140595	1
q22	KRTCAP2	155169408	155173475	1
q22	TRIM46	155173787	155184971	1
q22	MUC1	155185824	155192916	1
q22	MIR92B	155195004	155205495	1
q22	THBS3	155195588	155209051	1
q22	MTX1	155208699	155213824	1
q22	GBAP1	155213821	155227422	1
q22	GBA	155234452	155244699	1
q22	FAM189B	155247205	155255483	1
q22	SCAMP3	155255979	155262430	1
q22	CLK2	155262868	155278491	1
q22	HCN3	155277583	155289848	1
q22	PKLR	155289839	155301434	1
q22	FDPS	155308748	155320666	1
q22	RUSC1-AS1	155316863	155324176	1
q22	RUSC1	155320896	155331114	1
q22	ASH1L	155335268	155562807	1
q22	POU5F1P4	155433178	155434262	1
q22	MSTO1	155610205	155614967	1
q22	YY1AP1	155659443	155689000	1
q22	DAP3	155687960	155739010	1
q22	MSTO2P	155745829	155750137	1
q22	GON4L	155749662	155859400	1
q22	SYT11	155859509	155885199	1
q22	RIT1	155897808	155911404	1
q22	KIAA0907	155913043	155934400	1
q22	SCARNA4	155925958	155926085	1
q22	RXFP4	155941710	155942949	1
q22	ARHGEF2	155946851	156007070	1
